_id,Action,Short Action,File Name,Formal Stakeholder,Category,Insert Timestamp
68553f1b8ac99dcea18bd15e,"Through the Inter-Agency Group on Outdoor Recreation, develop a Public Outdoor Recreation Amenities Plan (PORA) to transform the provision of outdoor recreation facilities and services on public-owned land and waterways over the next five years which will add a potential â‚¬142 million of economic activity per year across rural Ireland.",Develop outdoor recreation infrastructure,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd15f,Implement the new tourism capacity maintenance programme under the National Strategy for Angling Development to ensure that the capacity of the inland fisheries resource is maintained and continues to deliver social and economic benefits to rural communities.,Maintain inland fisheries tourism capacity,Realising our Rural Potential - Action Plan for Rural Development,Inland Fisheries Ireland,Research and Regulatory,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd160,"Continue to deliver the annual Inland Fisheries Ireland Sponsorship Scheme to assist rural communities to engage with angling, angling tourism and environmental issues.",Support rural angling engagement scheme,Realising our Rural Potential - Action Plan for Rural Development,Inland Fisheries Ireland,Research and Regulatory,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd161,"Support the development of conservation and heritage tourism in rural areas through the Community Heritage Grants Scheme, with an estimated investment of â‚¬2.5m between 2017 and 2019.",Promote rural heritage tourism,Realising our Rural Potential - Action Plan for Rural Development,Heritage Council,Semi-State Agency,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd162,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd163,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd164,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,National Cultural Institutions,Research and Regulatory,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd165,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd166,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,Heritage Council,Semi-State Agency,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd167,"As part of the Creative Ireland Programme, develop a nationwide network of culture teams and creativity hubs which will co-ordinate cultural activities in each local authority area. This will have a particular benefit for rural communities who will be encouraged to participate and engage with culture in their communities.",Establish rural cultural coordination hubs,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd168,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd169,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16a,Work with local authorities to plan for and facilitate early access to high-speed broadband to rural communities in Ireland by identifying and addressing barriers and through the rollout of Strategic Community Access Hubs across Ireland.,Expand rural broadband via hubs,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16b,Progress the major roads projects detailed in the 7 year transport element of the Capital Investment Plan which will help deliver economic and business benefits across rural areas and regions.,Advance rural infrastructure investment,Realising our Rural Potential - Action Plan for Rural Development,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16c,Progress the major roads projects detailed in the 7 year transport element of the Capital Investment Plan which will help deliver economic and business benefits across rural areas and regions.,Advance rural infrastructure investment,Realising our Rural Potential - Action Plan for Rural Development,Transport Infrastructure Ireland,Semi-state agency,2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16d,"Conduct a full review of public transport policy, including the rural transport dimension, to ensure that it meets the needs of rural communities.",Review rural transport service policy,Realising our Rural Potential - Action Plan for Rural Development,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16e,"Conduct a full review of public transport policy, including the rural transport dimension, to ensure that it meets the needs of rural communities.",Review rural transport service policy,Realising our Rural Potential - Action Plan for Rural Development,National Transport Authority,"Department of Transport, Tourism and Sport",2025-06-20T11:59:18.033Z
68553f1b8ac99dcea18bd16f,Work with rural communities to assess and implement improvements to existing rural transport routes and develop new rural transport routes as necessary.,Improve and expand rural transport,Realising our Rural Potential - Action Plan for Rural Development,National Transport Authority,"Department of Transport, Tourism and Sport",2025-06-20T11:59:18.033Z
