_id,Document Name,Author,Year,Primary Stakeholder,Primary Category,Primary Labels,Secondary Stakeholder,Secondary Category,Secondary Labels,Context,Tag,prinorm,secnorm,source,Insert Datetime
685d9f7157f9330c86278075,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Meat Industry Ireland,Trade Association,Trade Association 019,"Discussion between the Department of Agriculture, Food and the Marine and representatives from Meat Industry Ireland on 20 February 2018.",Collaboration,"departmentofagriculture,foodandthemarine004",tradeassociation019,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278076,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Meat Industry Ireland,Trade Association,Trade Association 019,"Discussion between the Department of Agriculture, Food and the Marine and representatives from Meat Industry Ireland on 20 February 2018.",Collaboration,"departmentofagriculture,foodandthemarine004",tradeassociation019,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278077,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the export output of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the Committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278078,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the export output of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the Committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278079,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the export output of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the Committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807a,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the export output of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the Committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807b,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Department of Foreign Affairs,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade, and Defence emphasized the need for policy coherence in its Review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807c,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Irish Aid Programme,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade, and Defence emphasized the need for policy coherence in its Review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807d,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Environmental Protection Agency,State Agencies ,State Agencies  001,Farming Community,Producers,Producers 031,"The EPA reports on the economic challenges faced by Ireland's farming community, noting that only one-third of the largest farms are economically viable.",Reports,stateagencies001,producers031,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807e,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the economic challenges and export values of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627807f,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the economic challenges and export values of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278080,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the economic challenges and export values of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278081,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,"The Department of Agriculture, Food and the Marine highlights the economic challenges and export values of key agri-food sectors, including dairy, in relation to the Irish Creamery and Milk Supplier Association's evidence to the committee.",Reports,"departmentofagriculture,foodandthemarine004",tradeassociation011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278082,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Department of Foreign Affairs,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade emphasized the need for policy coherence in its review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278083,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Irish Aid Programme,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade emphasized the need for policy coherence in its review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278084,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Environmental Protection Agency,State Agencies ,State Agencies  001,Farming Community,Producers,Producers 031,"The EPA reports on the economic challenges faced by Ireland's farming community, noting that only one-third of the largest farms are economically viable.",Reports,stateagencies001,producers031,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278085,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Department of Foreign Affairs,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade, and Defence emphasized the need for policy coherence in its Review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278086,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,"Joint Committee on Foreign Affairs and Trade, and Defence",Dail Eireann,Dail Eireann 003,Irish Aid Programme,Department of Foreign Affairs,Department of Foreign Affairs 001,"The Joint Committee on Foreign Affairs and Trade, and Defence emphasized the need for policy coherence in its Review of the Irish Aid Programme, acknowledging the role of Irish producers in humanitarian initiatives.",Aims,daileireann003,departmentofforeignaffairs001,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278087,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Irish Dairy Sector,Trade Association,Trade Association 012,The Irish Cooperative Organisation Society emphasizes the importance of soil fertility and sustainable practices in the Irish dairy sector to reduce greenhouse gas emissions.,Supports,tradeassociation010,tradeassociation012,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278088,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Irish Dairy Sector,Trade Association,Trade Association 012,"The Irish Cooperative Organisation Society highlights the importance of soil fertility and sustainable practices in the Irish dairy sector, advocating for reduced greenhouse gas emissions through improved fertiliser use.",Advocates,tradeassociation010,tradeassociation012,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278089,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Irish Farmers' Association,Trade Association,Trade Association 013,Smart Farming Initiative,Research and Regulatory,Research and Regulatory 077,The Irish Farmers’ Association is leading the Smart Farming initiative in collaboration with the Environmental Protection Agency to improve farm incomes and address environmental challenges.,Collaboration,tradeassociation013,researchandregulatory077,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808a,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Environmental Protection Agency,State Agencies ,State Agencies  001,Smart Farming Initiative,Research and Regulatory,Research and Regulatory 077,The Irish Farmers’ Association is leading the Smart Farming initiative in collaboration with the Environmental Protection Agency to improve farm incomes and soil fertility.,Collaboration,stateagencies001,researchandregulatory077,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808b,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,National Farm Survey,Research and Regulatory,Research and Regulatory 062,"Teagasc is referenced in relation to the National Farm Survey, providing data on soil fertility and farming practices.",Reports,semistateagency012,researchandregulatory062,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808c,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,National Farm Survey,Research and Regulatory,Research and Regulatory 062,"Teagasc is referenced in relation to the National Farm Survey, providing data on soil fertility and farming practices.",Reports,semistateagency012,researchandregulatory062,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808d,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Irish Farmers' Association,Trade Association,Trade Association 013,Smart Farming Initiative,Research and Regulatory,Research and Regulatory 077,The Irish Farmers’ Association is leading the Smart Farming initiative in collaboration with the Environmental Protection Agency to improve farm incomes and address environmental challenges.,Collaboration,tradeassociation013,researchandregulatory077,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808e,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Environmental Protection Agency,State Agencies ,State Agencies  001,Smart Farming Initiative,Research and Regulatory,Research and Regulatory 077,The Irish Farmers’ Association leads the Smart Farming initiative in collaboration with the Environmental Protection Agency to improve farm incomes and soil fertility.,Collaboration,stateagencies001,researchandregulatory077,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627808f,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,National Farm Survey,Research and Regulatory,Research and Regulatory 062,"Teagasc is referenced in relation to the National Farm Survey, indicating its involvement in agricultural assessments.",Reports,semistateagency012,researchandregulatory062,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278090,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,National Farm Survey,Research and Regulatory,Research and Regulatory 062,"Teagasc is referenced in relation to the National Farm Survey, indicating its involvement in agricultural assessments.",Reports,semistateagency012,researchandregulatory062,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278091,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Research and Regulatory,Research and Regulatory 073,BEACON Centre,Research and Regulatory,Research and Regulatory 014,"Science Foundation Ireland was recognized for its research at the BEACON centre, particularly in bioeconomy and environmental sustainability.",Supports,researchandregulatory073,researchandregulatory014,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278092,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Research and Regulatory,Research and Regulatory 073,FutureMilk Centre,Research and Regulatory,Research and Regulatory 039,Science Foundation Ireland described its FutureMilk Centre as a key initiative for advancing research in the Irish dairy industry.,Aims,researchandregulatory073,researchandregulatory039,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278093,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Research and Regulatory,Research and Regulatory 073,BEACON Centre,Research and Regulatory,Research and Regulatory 014,"Science Foundation Ireland showcased its research at the BEACON centre, focusing on bioeconomy innovations.",Supports,researchandregulatory073,researchandregulatory014,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278094,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Research and Regulatory,Research and Regulatory 073,FutureMilk Centre,Research and Regulatory,Research and Regulatory 039,Science Foundation Ireland described its FutureMilk Centre as a key initiative for advancing research in the Irish dairy industry.,Aims,researchandregulatory073,researchandregulatory039,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278095,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Origin Green,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 005",Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to enhance sustainability credentials.,Implements,"branding,marketinganddistribution001","branding,marketinganddistribution005",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278096,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Origin Green,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 005",Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to enhance sustainability credentials.,Implements,"branding,marketinganddistribution001","branding,marketinganddistribution005",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278097,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Origin Green,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 005",Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to demonstrate sustainability credentials.,Implements,"branding,marketinganddistribution001","branding,marketinganddistribution005",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278098,Climate Change and Sustainability in the Agriculture and Food Sectors.pdf,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Origin Green,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 005",Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to demonstrate sustainability credentials.,Implements,"branding,marketinganddistribution001","branding,marketinganddistribution005",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c86278099,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Dairy Farmers,Producers,Producers 006,"ICOS estimates that dairy farmers will need to reduce cow numbers significantly to comply with new stocking rate regulations, impacting their profitability.",Regulates,tradeassociation010,producers006,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809a,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Irish Dairy Processors,Processors,Processors 007,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"branding,marketinganddistribution001",processors007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809b,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Irish Dairy Processors,Processors,Processors 007,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"branding,marketinganddistribution001",processors007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809c,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Farmers,Producers,Producers 008,"ICOS is concerned that reductions in derogation will negatively impact farmers, pushing them towards less sustainable dairy production methods.",Criticizes,tradeassociation010,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809d,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Irish Farmers,Producers,Producers 019,The ICMSA highlighted that Irish farmers' ability to grow grass is crucial for maintaining Ireland's competitive advantage in sustainable beef and dairy production.,Supports,tradeassociation011,producers019,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809e,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Irish Dairy Processors,Processors,Processors 007,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"branding,marketinganddistribution001",processors007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c8627809f,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Irish Dairy Processors,Processors,Processors 007,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"branding,marketinganddistribution001",processors007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a0,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Farmers,Producers,Producers 008,"ICOS is concerned that reductions in derogation will negatively impact farmers, pushing them towards less sustainable dairy production methods.",Criticizes,tradeassociation010,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a1,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Irish Farmers,Producers,Producers 019,The ICMSA highlighted that Irish farmers' ability to grow grass is crucial for maintaining Ireland's competitive advantage in sustainable beef and dairy production.,Aims,tradeassociation011,producers019,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a2,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,KPMG,Telecommunications and Financial Services,Telecommunications and Financial Services 008,Processors,Processors,Processors 011,KPMG's study indicated that a reduction in the dairy herd would lead to a significant economic output loss for both dairy farms and processors.,Reports,telecommunicationsandfinancialservices008,processors011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a3,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Inputs,Inputs 002,Farmers,Producers,Producers 008,"The ACA expressed concerns to the Committee that the removal of the Nitrates Derogation would compel farmers to rent more land, impacting their operations and displacing other agricultural sectors.",Criticizes,inputs002,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a4,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Tillage Farmers,Producers,Producers 028,"The ICMSA expressed that the loss of the Nitrates Derogation would affect land availability and competition, displacing tillage farmers.",Criticizes,tradeassociation011,producers028,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a5,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Beef Farmers,Producers,Producers 003,The ICMSA expressed that the loss of the Nitrates Derogation would affect not just dairy farmers but also displace beef farmers due to increased land competition.,Criticizes,tradeassociation011,producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a6,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,KPMG,Telecommunications and Financial Services,Telecommunications and Financial Services 008,Processors,Processors,Processors 011,KPMG's study indicated that a reduction in the dairy herd would lead to a significant economic output loss for both dairy farms and processors.,Reports,telecommunicationsandfinancialservices008,processors011,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a7,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Inputs,Inputs 002,Farmers,Producers,Producers 008,The ACA expressed concerns to the Committee about the impact of removing the Nitrates Derogation on farmers needing to rent additional land to maintain cow numbers.,Criticizes,inputs002,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a8,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Tillage Farmers,Producers,Producers 028,"The ICMSA expressed that the loss of the Nitrates Derogation would affect land availability and competition, impacting tillage farmers as well.",Criticizes,tradeassociation011,producers028,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780a9,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Beef Farmers,Producers,Producers 003,The ICMSA expressed that the loss of the Nitrates Derogation would affect not just the dairy sector but also impact land availability and competition for beef farmers.,Criticizes,tradeassociation011,producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780aa,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Rural Communities,Civil Society,Civil Society 013,The ICMSA expressed concerns that the farming industry's decline would have catastrophic effects on rural communities dependent on agriculture.,Criticizes,tradeassociation011,civilsociety013,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ab,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Rural-based Businesses,Producers,Producers 023,"ICOS expressed concern about the social effects of a decrease in the Nitrates Derogation on rural-based businesses, highlighting their reliance on the agricultural sector.",Criticizes,tradeassociation010,producers023,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ac,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Rural Communities,Civil Society,Civil Society 013,"The ICMSA expressed concerns that the farming industry is crucial for rural communities, emphasizing that its decline would have catastrophic effects on both farmers and these communities.",Criticizes,tradeassociation011,civilsociety013,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ad,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Rural-based Businesses,Producers,Producers 023,"ICOS expressed concern about the social effects of decreased Nitrates Derogation on rural-based businesses, highlighting their reliance on the dairy sector.",Criticizes,tradeassociation010,producers023,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ae,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Individual Farmers,Producers,Producers 015,The ICMSA highlighted that a reduction in nitrogen limits would severely impact individual farmers by drastically reducing herd sizes and undermining their income viability.,Criticizes,tradeassociation011,producers015,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780af,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Individual Farmers,Producers,Producers 015,"The ICMSA highlighted that a reduction in nitrogen limits would severely impact individual farmers, potentially leading to a significant decrease in herd size and income viability.",Criticizes,tradeassociation011,producers015,Publications,2025-06-26T20:28:49.496Z
