Speaker,Topic Thoughts,Sentiment,Labels,Category
Mr. Bill Callanan,"The speaker acknowledges a varied usage of nitrogen fertilisers among different types of farmers, with dairy farmers being the largest users.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Dr. Eimear Cotter,High levels of nitrates and phosphorus pose significant risks to water quality and human health.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Senator Tim Lombard,The speaker acknowledges the importance of discussing the nitrates action plan and its impact on nitrogen levels.,Neutral,"Senator, Fine Gael, Cork",Political Party
Senator Tim Lombard,The speaker acknowledges the significant reduction in chemical nitrogen by derogation farmers and supports their innovative approaches.,Support,"Senator, Fine Gael, Cork",Political Party
Senator Paul Daly,"The speaker acknowledges that while nitrate levels have increased, they are still below acceptable thresholds, but this could threaten the economic viability of farmers.",Neutral,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,"The speaker acknowledges that while nitrate levels have increased, they are still below acceptable thresholds, but this could threaten the economic viability of farmers.",Neutral,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Dr. Eimear Cotter,The speaker emphasizes the importance of analyzing water bodies to understand nutrient levels and sources of pollution.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker emphasizes the importance of developing a national agricultural inspections program related to nitrates and supporting farmers in compliance.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Senator Tim Lombard,"The farming community has adapted rapidly to significant changes, and the speaker questions the appropriateness of a 12-month period for these changes.",Neutral,"Senator, Fine Gael, Cork",Political Party
Deputy Michael Fitzmaurice,The speaker believes that increased investment in Irish Water will lead to better quality water.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Tim Cullinan,The speaker emphasizes the need to improve water quality in Ireland and the importance of maintaining derogation in discussions with the European Commission.,Support,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Tadhg Buckley,The speaker emphasizes the need to protect and improve water quality while questioning the effectiveness of the proposed reduction in nitrates.,Neutral,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Dr. Aine ’Connell,"The speaker believes that while reducing nitrogen levels can mitigate loss, the economic impact on farms is significant and alternative measures should be explored before adjusting stocking rates.",Neutral,"Research Officer in the Environment, Soils and Land Use Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Charlie McConalogue,The speaker acknowledges the ongoing challenges in water quality and the difficulty in securing derogations due to unmet thresholds.,Neutral,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Tim Lombard,The speaker expresses concern that the nitrates regulation will lead to significant welfare issues for livestock.,Oppose,"Senator, Fine Gael, Cork",Political Party
Senator Tim Lombard,The speaker believes that the lack of timely information regarding the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,"Senator, Fine Gael, Cork",Political Party
Senator Tim Lombard,The speaker believes that the delay in the nitrates statement is unfair to the farming community and hinders their ability to operate effectively.,Oppose,"Senator, Fine Gael, Cork",Political Party
Deputy Charlie McConalogue,The speaker supports maintaining the derogation for nitrates due to the necessity of improving water quality while managing nitrogen levels.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,The speaker supports maintaining the nitrates derogation while emphasizing the need to improve water quality.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Steven Matthews,"The speaker believes that increasing information, assistance, and practical guidance for farmers could improve water quality.",Support,"Deputy and Spokesperson on Housing, Green Party, Wicklow",Political Party
Mr. Bill Callanan,The speaker emphasizes the importance of understanding the impact of agricultural practices on water quality and the need for education and collaboration to address these issues.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Steven Matthews,The speaker acknowledges improvements in water quality but suggests it follows existing trends noted in the EPA report.,Neutral,"Deputy and Spokesperson on Housing, Green Party, Wicklow",Political Party
Mr. Bill Callanan,The speaker emphasizes the importance of monitoring and awareness among farmers regarding water management.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the importance of water management and the engagement of derogation farmers in understanding their responsibilities regarding it.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,The speaker supports the current nitrates action programme and emphasizes the importance of managing nutrients effectively.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Tim Lombard,The speaker believes the recent decision has severely negative economic implications for agriculture and the dairy industry.,Oppose,"Senator, Fine Gael, Cork",Political Party
Deputy Claire Kerrane,Financial support for farmers is essential due to the economic impact of reduced stocking.,Support,"Deputy (TD), Sinn Féin, Roscommon",Political Party
Deputy Charlie McConalogue,"The speaker believes that reducing emissions can be achieved through the use of multispecies swards, which lead to earlier slaughter dates and lower methane production.",Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,"The speaker believes that reducing emissions can be achieved through the use of multispecies swards, which lead to earlier slaughter dates and less methane production.",Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,The speaker supports collaborative efforts to improve water quality through regional initiatives and partnerships.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,The speaker supports collaborative efforts and investment in water quality management through innovative partnerships and regional projects.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker emphasizes the need for sectors, including data centres, to contribute to emissions reductions while balancing economic benefits.",Neutral,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Jennifer Whitmore,The speaker supports reducing emissions in the dairy sector and emphasizes the need for a coherent climate action plan.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker supports the establishment of rivers trusts and emphasizes the importance of community engagement in river conservation efforts.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Mr. Bill Callanan,The speaker acknowledges the importance of water quality and the need for ongoing improvements to meet EU standards.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the importance of improving water quality and acknowledges the challenges in achieving this goal.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the need to reduce nitrates in water and acknowledges the upward trend in nitrate levels as a concern.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the need to reduce nitrates in water and acknowledges the upward trend in nitrate levels as a challenge.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and emphasizes the ambitious approach taken in Ireland's nitrates action programme.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Michael Collins,"The speaker criticizes the blame placed on farmers for water contamination, arguing that sewage treatment issues are the primary concern.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker criticizes the blame placed on farmers for water contamination, arguing that sewage treatment issues are the primary culprit.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker expresses frustration over the delay in testing and the lack of immediate recognition for farmers' efforts in reducing emissions and using nitrogen efficiently.,Oppose,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. David Flynn,The speaker acknowledges the impact of nitrates and emphasizes the need for controlled load application in farming practices.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Deputy Danny Healy-Rae,The speaker expresses concern over the lack of investment in treatment plants and the impact of urban sewage on water quality.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,"The speaker expresses concern over the lack of investment in treatment plants, highlighting its impact on local communities and farmers.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production but indicates there is still much work to be done.,Neutral,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Senator Victor Boyhan,The speaker acknowledges the importance of viable alternatives in agriculture and food production.,Neutral,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. Fintan Kelly,The speaker emphasizes the importance of peatlands in carbon sequestration and the need for restoration to achieve net-zero emissions.,Support,"Nutritionist, National Dairy Council (NDC), Trade Association",Trade Association
Mr. Fintan Kelly,The speaker emphasizes the importance of peatlands for carbon sequestration and highlights the need for restoration to achieve net-zero emissions.,Support,"Nutritionist, National Dairy Council (NDC), Trade Association",Trade Association
Deputy Jennifer Whitmore,Support for rural and farming communities is essential and requires financial support and consultation.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Deputy Jennifer Whitmore,Support for rural and farming communities is essential for making necessary changes.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Deputy Jennifer Whitmore,Support for rural and farming communities is essential and requires financial backing and consultation.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Mr. Micheál McDonnell,The speaker emphasizes the need for a broader approach to carbon management that considers potential negative impacts on other systems.,Neutral,"General Secretary, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Micheál McDonnell,The speaker emphasizes the need for a broad approach to carbon management that considers social impacts and avoids negative consequences on other systems.,Support,"General Secretary, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Deputy Richard Bruton,The speaker believes that current carbon reward measures in Ireland are insufficient and emphasizes the need for more proactive and scalable solutions rather than a voluntary and fully compensated approach.,Oppose,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,"The speaker believes that while there are small-scale initiatives for carbon rewards in Ireland, a more proactive approach is needed rather than relying solely on voluntary measures and full compensation.",Oppose,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Dr. Elaine McGoff,The speaker emphasizes the importance of multi-stakeholder forums to address water quality issues collaboratively.,Support,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Ms Geraldine ’Sullivan,"The speaker acknowledges the relationship between biodiversity and carbon, emphasizing the potential benefits of improved nature health on carbon sequestration.",Support,"Biodiversity Officer, Irish Environmental Network (IEN), NGO",NGO
Mr. Tadhg Buckley,The speaker acknowledges the evolving nature of emissions science but emphasizes the need for farmers to ensure their long-term economic viability.,Neutral,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Mr. Vincent Roddy,The speaker emphasizes the need for trust and recognition of financial hardships in rural development initiatives.,Neutral,"Chairman, National Hill Farmers Association (NHFA), Trade Association",Trade Association
Mr. Vincent Roddy,The speaker expresses concern about the impact of policy decisions on farmers and emphasizes the need for trust in rural development initiatives.,Neutral,"Chairman, National Hill Farmers Association (NHFA), Trade Association",Trade Association
Mr. Vincent Roddy,The speaker expresses concern about the impact of policy decisions on farmers' trust and financial hardship in rural development.,Oppose,"Chairman, National Hill Farmers Association (NHFA), Trade Association",Trade Association
Mr. Vincent Roddy,The speaker highlights the importance of trust and support for farmers in rural development initiatives.,Support,"Chairman, National Hill Farmers Association (NHFA), Trade Association",Trade Association
Mr. Micheál McDonnell,The speaker acknowledges the potential for income through carbon farming but emphasizes the need for farmer consent and trust in implementing changes.,Neutral,"General Secretary, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Ms Sadhbh ’Neill,The speaker acknowledges the importance of distinguishing between avoided emissions and removals in carbon management.,Neutral,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Geraldine ’Sullivan,The speaker acknowledges improvements in water quality due to nitrate action plans but emphasizes the complexity of factors affecting it.,Neutral,"Biodiversity Officer, Irish Environmental Network (IEN), NGO",NGO
Dr. Elaine McGoff,"The speaker believes that water quality is declining, with significant increases in nitrate and phosphate pollution.",Oppose,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Senator Timmy Dooley,"The speaker values dialogue between farmers and environmentalists, recognizing the importance of community engagement in addressing agricultural challenges.",Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Senator Timmy Dooley,The speaker emphasizes the importance of dialogue and understanding between farmers and environmentalists to foster community relations.,Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Senator Timmy Dooley,The speaker emphasizes the importance of dialogue and understanding between farmers and environmentalists to foster community relations.,Neutral,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. Tadhg Buckley,"The speaker emphasizes the importance of a collaborative approach to sustainability that includes farmer consent and considers environmental, economic, and social aspects.",Support,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Mr. Tadhg Buckley,The speaker emphasizes the importance of a collaborative approach to sustainability that involves farmer consent.,Support,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Ms Sadhbh ’Neill,The speaker emphasizes the urgent need to reduce carbon emissions by at least 50% by 2030 and accelerate efforts in carbon sequestration within agriculture and land use.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Senator Lynn Boylan,The speaker advocates for the restoration of natural environments as a carbon sink and emphasizes the importance of transparency in discussions about carbon-related initiatives.,Support,"Senator, Sinn Féin, Dublin",Political Party
Deputy Christopher ’Sullivan,The speaker emphasizes the importance of improving water quality while maintaining a viable dairy industry.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Christopher ’Sullivan,The speaker expresses concern that current agricultural practices and pressures are negatively impacting biodiversity.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Christopher ’Sullivan,"The speaker expresses concern that current agricultural practices negatively impact biodiversity by favoring larger, intensive farms over sustainable, smaller operations.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Professor Mark Scott,The speaker emphasizes the necessity of reducing emissions and addressing biodiversity loss as key obligations.,Support,"Professor in the School of Architecture, Planning and Environmental Policy, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Professor Mark Scott,The speaker emphasizes the necessity of reducing emissions and addressing biodiversity loss as part of environmental policy.,Support,"Professor in the School of Architecture, Planning and Environmental Policy, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Dr. Eimear Cotter,The speaker emphasizes the importance of improving water quality for aquatic ecosystems.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The agricultural sector has expanded at the expense of the environment, particularly concerning greenhouse gas emissions.",Oppose,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Mr. Bill Callanan,"The speaker emphasizes the importance of sustainability as a key focus in agriculture, highlighting its environmental, social, and economic viability.",Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker supports the development of a robust framework for carbon farming and acknowledges the need for regulatory processes to ensure market confidence in carbon-related opportunities.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker supports the development of a robust carbon framework and acknowledges the importance of carbon farming and monitoring.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Martin Kenny,The speaker expresses frustration over delays in community projects and emphasizes the need for efficient schemes to support local communities.,Oppose,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Martin Kenny,The speaker expresses concern about community frustrations regarding delays in accessing environmental schemes.,Neutral,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Mr. Colin Byrne,"The speaker acknowledges the need for improved management and treatment of water run-off, highlighting a national strategy and local authority support.",Support,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Colin Byrne,The speaker acknowledges the need for improved management and treatment of water run-off and highlights ongoing efforts to implement nature-based solutions.,Support,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Bill Callanan,The speaker supports the nitrates directive aimed at reducing water pollution from agriculture while acknowledging the need for derogations based on specific criteria.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker supports the nitrates directive aimed at reducing water pollution from agriculture and believes derogations can be maintained while improving water quality.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,"Water quality is a critical issue for all farmers, and poor practices can negatively impact it regardless of compliance with nitrates thresholds.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Professor Frank ’Mara,"Water quality is a critical issue affecting the entire agrifood industry, not just dairy farming.",Neutral,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Dr. Stan Lalor,The speaker emphasizes the importance of maintaining high water quality and improving lower quality waters through collective efforts of farmers.,Support,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Dr. Stan Lalor,The speaker emphasizes the importance of maintaining high water quality and improving lower quality waters through collective farmer efforts.,Support,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Dr. Stan Lalor,The speaker emphasizes the importance of understanding individual roles in addressing national water quality issues.,Neutral,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Dr. Stan Lalor,The speaker emphasizes the importance of understanding individual roles in addressing national water quality issues.,Support,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Mr. Bill Callanan,The speaker emphasizes the importance of connecting farmers with local water quality data to enhance understanding of their impact on water management.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the need for farmers to take appropriate actions to improve water quality through voluntary measures.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the need for farmers to take appropriate actions to improve water quality as part of a voluntary scheme.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Professor Frank ’Mara,The speaker emphasizes the importance of water quality in advisory activities with farmers.,Support,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Senator Victor Boyhan,The speaker emphasizes the importance of instilling confidence in inspection processes for the economic viability of farmers' incomes and farms.,Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Professor Frank ’Mara,"The speaker emphasizes that increased cattle numbers have not negatively impacted water quality, showcasing effective management practices.",Support,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Dr. Stan Lalor,The speaker emphasizes the importance of integrating water quality initiatives into agricultural practices and connecting farmers with relevant data and solutions.,Support,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Dr. Stan Lalor,The speaker emphasizes the importance of integrating water quality initiatives into agricultural practices and connecting farmers with relevant data and support.,Support,"Group Managing Director, Grassland AGRO, Inputs",Inputs
Professor Frank ’Mara,The speaker emphasizes the need for improved support and advisory work for farmers to enhance local water quality.,Support,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Mr. Bill Callanan,The speaker emphasizes the importance of data availability and professional development for advisers to improve water quality.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Professor Frank ’Mara,The speaker emphasizes the importance of managing water quality through localized data and community engagement.,Support,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Dr. Pat Dillon,"The speaker supports reducing chemical nitrogen by using white clover, demonstrating its efficiency in agriculture.",Support,"Head of the Animal & Grassland Research and Innovation Programme, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Pat Dillon,"The speaker supports the reduction of chemical nitrogen by using white clover, demonstrating its effectiveness in improving nitrogen efficiency.",Support,"Head of the Animal & Grassland Research and Innovation Programme, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Bill Callanan,The speaker supports the nitrates action programme and emphasizes the need for progress in managing nitrates to secure derogation.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Professor Frank ’Mara,The speaker acknowledges that dealing with nitrates directives is economically challenging for farming.,Neutral,"Director of Research in the UCD School of Agriculture and Food Science, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Senator Eugene Murphy,The speaker believes that representatives of group water schemes should be included in discussions due to their valuable information and the pride communities take in their water quality.,Support,"Senator, Fianna Fáil, Roscommon",Political Party
Deputy Claire Kerrane,"The speaker expresses concern that the nitrates directive is negatively impacting tillage land, which contradicts climate action targets.",Oppose,"Deputy (TD), Sinn Féin, Roscommon",Political Party
Deputy Danny Healy-Rae,The speaker believes that farmers are unfairly blamed for water pollution while local authorities are not held accountable for their responsibilities.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,The speaker believes that farmers are unfairly blamed for water pollution while local authorities are not held accountable for their failures in water treatment.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Ms Karin Dubsky,"The current nitrates action programme is inadequate and overly complicated, requiring significant improvement and support for farmers.",Oppose,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Karin Dubsky,The nitrates action programme is not fit for purpose and requires significant improvement and support for farmers.,Oppose,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Karin Dubsky,The speaker believes that implementing wetlands can significantly reduce nitrate levels from farms.,Support,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Karin Dubsky,The speaker emphasizes the importance of focusing on water quality and biodiversity rather than strict regulations.,Neutral,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Bernie Connolly,The speaker highlights concerns about lower river flows leading to higher concentrations of pollutants.,Oppose,"Coordinator, Cork Environmental Forum (CEF), NGO",NGO
Ms Oonagh Duggan,The speaker expresses concern about the decline in water quality and the status of water bodies.,Oppose,"Assistant Head of Policy and Advocacy, BirdWatch Ireland, NGO",NGO
Ms Oonagh Duggan,The speaker expresses concern about the decline in water quality and its critical importance to both wildlife and people.,Neutral,"Assistant Head of Policy and Advocacy, BirdWatch Ireland, NGO",NGO
Dr. Elaine McGoff,The speaker supports citizen science initiatives for water quality testing to engage local communities.,Support,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Ms Karin Dubsky,The speaker emphasizes the importance of monitoring nitrate levels and acknowledges farmers' role in addressing nitrate issues.,Support,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Karin Dubsky,The speaker emphasizes the importance of monitoring nitrate levels and acknowledges their impact on local ecosystems.,Neutral,"Coordinator, Coastwatch Europe Network, NGO",NGO
Professor John Sweeney,The speaker emphasizes the importance of engaging with farmers to support rural development through organic agriculture.,Support,"Emeritus Professor, Maynooth University, Research and Regulatory",Research and Regulatory
Ms Karin Dubsky,The speaker emphasizes the importance of monitoring nitrates in water to ensure compliance with legal limits and protect drinking water quality.,Support,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Oonagh Duggan,Farmers are concerned about water quality and seek effective measures to protect it.,Neutral,"Assistant Head of Policy and Advocacy, BirdWatch Ireland, NGO",NGO
Deputy Johnny Mythen,The speaker expresses concern about the pressure on farmers due to nitrates regulations and the complexity of compliance.,Oppose,"Deputy (TD), Sinn Féin, Wexford",Political Party
Ms Karin Dubsky,Farming should adapt to enhance carbon sequestration in response to climate change.,Support,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Karin Dubsky,Farming should change to support carbon sequestration in the face of climate change.,Support,"Coordinator, Coastwatch Europe Network, NGO",NGO
Ms Oonagh Duggan,The speaker emphasizes the importance of addressing water quality while ensuring farmers' livelihoods are respected and supported.,Support,"Assistant Head of Policy and Advocacy, BirdWatch Ireland, NGO",NGO
Mr. Niall Horgan,"Uisce Éireann is committed to delivering secure, safe, and sustainable water services while protecting drinking water sources from nitrate contamination.",Support,"CEO, Dairygold Co Operative Society Limited, Processors",Processors
Dr. Colin Byrne,The speaker emphasizes the importance of improving water quality through targeted approaches and collaboration with farms.,Support,"Research Officer in the Crops, Environment and Land Use Programme, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Joe Flaherty,"The speaker acknowledges the negative impact of nitrates derogation on the viability of 2,000 farms and suggests targeted aid for those farms.",Support,"Deputy (TD), Fianna Fáil, Longford Westmeath",Political Party
Ms Ruth Hennessy,"The speaker emphasizes the importance of removing phosphorus sources to improve water quality quickly, while nitrogen improvements depend on broader participation and behavioral change among farmers.",Support,"Ruminant Technical Manager, Glanbia Ireland, Multinational Processors",Multinational Processors
Deputy Michael Collins,The speaker emphasizes the need for proper infrastructure to address water issues in communities.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Ms Ruth Hennessy,The speaker emphasizes the importance of monitoring water quality data to understand declines in water quality.,Support,"Ruminant Technical Manager, Glanbia Ireland, Multinational Processors",Multinational Processors
Dr. Colin Byrne,"The speaker emphasizes the need for a holistic approach to address water quality issues in catchments, with plans to improve water bodies' performance.",Support,"Research Officer in the Crops, Environment and Land Use Programme, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Colin Byrne,"The speaker emphasizes a holistic approach to managing water catchments and aims for significant improvements by 2027, despite challenges.",Support,"Research Officer in the Crops, Environment and Land Use Programme, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
