Document,Document Name,Author,Year,Primary Formal Name,Secondary Formal Name,Context,Tag,Primary Category,Secondary Category
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Beacon Centre,"Science Foundation Ireland showcased its research at the BEACON centre, focusing on bioeconomy innovations.",Supports,Research And Regulatory,Research And Regulatory
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Science Foundation Ireland,Futuremilk Centre,Science Foundation Ireland described its FutureMilk Centre as a key initiative for advancing research in the Irish dairy industry.,Aims,Research And Regulatory,Research And Regulatory
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,Origin Green,Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to enhance sustainability credentials.,Implements,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,Origin Green,Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to enhance sustainability credentials.,Implements,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,Origin Green,Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to demonstrate sustainability credentials.,Implements,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
Climate Change and Sustainability in the Agriculture and Food Sectors,D4,"Joint Committee on Agriculture, Food and the Marine",2018,Bord Bia The Irish Food Board,Origin Green,Bord Bia developed and launched Origin Green as Ireland's national sustainability programme for the food and drink industry to demonstrate sustainability credentials.,Implements,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Dairy Farmers,"ICOS estimates that dairy farmers will need to reduce cow numbers significantly to comply with new stocking rate regulations, impacting their profitability.",Regulates,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Irish Dairy Processors,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"Branding, Marketing And Distribution",Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Irish Dairy Processors,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"Branding, Marketing And Distribution",Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Farmers,"ICOS is concerned that reductions in derogation will negatively impact farmers, pushing them towards less sustainable dairy production methods.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Irish Farmers,The ICMSA highlighted that Irish farmers' ability to grow grass is crucial for maintaining Ireland's competitive advantage in sustainable beef and dairy production.,Supports,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Irish Dairy Processors,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"Branding, Marketing And Distribution",Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Irish Dairy Processors,"Bord Bia developed a Grass Fed Standard to help Irish dairy processors verify that their products come from grass-fed cows, highlighting the benefits of Ireland's pasture-based system.",Implements,"Branding, Marketing And Distribution",Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Farmers,"ICOS is concerned that reductions in derogation will negatively impact farmers, pushing them towards less sustainable dairy production methods.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Irish Farmers,The ICMSA highlighted that Irish farmers' ability to grow grass is crucial for maintaining Ireland's competitive advantage in sustainable beef and dairy production.,Aims,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Kpmg,Processors,KPMG's study indicated that a reduction in the dairy herd would lead to a significant economic output loss for both dairy farms and processors.,Reports,Telecommunications And Financial Services,Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Farmers,"The ACA expressed concerns to the Committee that the removal of the Nitrates Derogation would compel farmers to rent more land, impacting their operations and displacing other agricultural sectors.",Criticizes,Inputs,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Tillage Farmers,"The ICMSA expressed that the loss of the Nitrates Derogation would affect land availability and competition, displacing tillage farmers.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Beef Farmers,The ICMSA expressed that the loss of the Nitrates Derogation would affect not just dairy farmers but also displace beef farmers due to increased land competition.,Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Kpmg,Processors,KPMG's study indicated that a reduction in the dairy herd would lead to a significant economic output loss for both dairy farms and processors.,Reports,Telecommunications And Financial Services,Processors
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Farmers,The ACA expressed concerns to the Committee about the impact of removing the Nitrates Derogation on farmers needing to rent additional land to maintain cow numbers.,Criticizes,Inputs,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Tillage Farmers,"The ICMSA expressed that the loss of the Nitrates Derogation would affect land availability and competition, impacting tillage farmers as well.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Beef Farmers,The ICMSA expressed that the loss of the Nitrates Derogation would affect not just the dairy sector but also impact land availability and competition for beef farmers.,Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Rural Communities,The ICMSA expressed concerns that the farming industry's decline would have catastrophic effects on rural communities dependent on agriculture.,Criticizes,Trade Association,Civil Society
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Rural-Based Businesses,"ICOS expressed concern about the social effects of a decrease in the Nitrates Derogation on rural-based businesses, highlighting their reliance on the agricultural sector.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Rural Communities,"The ICMSA expressed concerns that the farming industry is crucial for rural communities, emphasizing that its decline would have catastrophic effects on both farmers and these communities.",Criticizes,Trade Association,Civil Society
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Rural-Based Businesses,"ICOS expressed concern about the social effects of decreased Nitrates Derogation on rural-based businesses, highlighting their reliance on the dairy sector.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Individual Farmers,The ICMSA highlighted that a reduction in nitrogen limits would severely impact individual farmers by drastically reducing herd sizes and undermining their income viability.,Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Individual Farmers,"The ICMSA highlighted that a reduction in nitrogen limits would severely impact individual farmers, potentially leading to a significant decrease in herd size and income viability.",Criticizes,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agriculture Water Quality Working Group,Unregistered Vat Farmers,The Agriculture Water Quality Working Group's recommendations support un-registered VAT farmers in reclaiming VAT on equipment that improves water quality.,Supports,Research And Regulatory,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agriculture Water Quality Working Group,Unregistered Vat Farmers,The Agriculture Water Quality Working Group's recommendations support un-registered VAT farmers in reclaiming VAT on equipment that improves water quality.,Supports,Research And Regulatory,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Agricultural Sustainability Support And Advisory Programme,"The ICMSA supports the ASSAP model of engagement, advocating for its resourcing and extension to enhance communication with farmers and improve agricultural sustainability.",Supports,Trade Association,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Agricultural Sustainability Support And Advisory Programme,"ICOS is a strong advocate for the ASSAP, supporting its extension and highlighting its positive impact on water quality through effective engagement with farmers.",Supports,Trade Association,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Cooperatives,Agricultural Sustainability Support And Advisory Programme,"Dairy Co-ops have significantly supported the ASSAP Programme, employing 23 dedicated advisors and contributing to improved water quality in priority areas.",Supports,Producers,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture And Food Development Authority,Agricultural Sustainability Support And Advisory Programme,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,Semi-State Agency,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture And Food Development Authority,Agricultural Sustainability Support And Advisory Programme,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,Semi-State Agency,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Agricultural Sustainability Support And Advisory Programme,"The ICMSA supports the ASSAP model of engagement, advocating for its resourcing and extension to enhance communication with farmers and improve agricultural sustainability.",Supports,Trade Association,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-Operative Organisation Society,Agricultural Sustainability Support And Advisory Programme,"ICOS is a strong advocate for the ASSAP, supporting its extension and highlighting its positive impact on water quality through collaboration with farmers.",Supports,Trade Association,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Cooperatives,Agricultural Sustainability Support And Advisory Programme,"Dairy Co-ops have significantly supported the ASSAP by employing advisors and advocating for its expansion, contributing to improved water quality in priority areas.",Supports,Producers,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture And Food Development Authority,Agricultural Sustainability Support And Advisory Programme,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,Semi-State Agency,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture And Food Development Authority,Agricultural Sustainability Support And Advisory Programme,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,Semi-State Agency,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Environmental Protection Agency,Agricultural Sustainability Support And Advisory Programme,"The EPA's data indicates that the ASSAP model, which involves collaboration with farmers, has led to improved water quality in priority areas for action.",Supports,State Agencies ,Research And Regulatory
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Derogation Farmers,"The Department of Agriculture, Food and the Marine is involved in inspections of derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"Department Of Agriculture, Food And The Marine",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Derogation Farmers,"The Department of Agriculture, Food and the Marine is involved in inspections of derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"Department Of Agriculture, Food And The Marine",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Derogation Farmers,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of these inspections.",Inspects,State Agencies And Local Authorities,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Derogation Farmers,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of these inspections.",Inspects,State Agencies And Local Authorities,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Agri-Climate Rural Environment Scheme,"The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually as part of their compliance and regulatory oversight.",Inspects,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Agri-Climate Rural Environment Scheme,"The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually as part of their compliance and regulatory oversight.",Inspects,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Agri-Climate Rural Environment Scheme,"Local authorities inspect 5% of ACRES participants annually, highlighting the need for consistent regulatory approaches.",Inspects,State Agencies And Local Authorities,"Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Agri-Climate Rural Environment Scheme,"Local authorities inspect 5% of ACRES participants annually, highlighting the need for consistent regulatory approaches.",Inspects,State Agencies And Local Authorities,"Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Beef Farmers,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Beef Farmers,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Derogation Farmers,"The ACA expressed concerns to the Committee about the high number of inspections scheduled for derogation farmers, emphasizing the need for consistency and fairness in regulatory enforcement.",Criticizes,Inputs,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Farmers,The ICMSA believes investment is needed for better engagement and communication with farmers.,Aims,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Derogation Farmers,"The Department of Agriculture, Food and the Marine is involved in inspecting derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"Department Of Agriculture, Food And The Marine",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Derogation Farmers,"The Department of Agriculture, Food and the Marine is involved in inspecting derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"Department Of Agriculture, Food And The Marine",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Derogation Farmers,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of regulatory enforcement.",Inspects,State Agencies And Local Authorities,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Derogation Farmers,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of regulatory enforcement.",Inspects,State Agencies And Local Authorities,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Agri-Climate Rural Environment Scheme,"The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually, totaling 2,500 inspections.",Inspects,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine",Agri-Climate Rural Environment Scheme,"The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually, totaling 2,500 inspections.",Inspects,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Agri-Climate Rural Environment Scheme,Local authorities conduct inspections of ACRES participants to ensure compliance with regulations.,Inspects,State Agencies And Local Authorities,"Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,Agri-Climate Rural Environment Scheme,Local authorities conduct inspections of ACRES participants to ensure compliance with regulations.,Inspects,State Agencies And Local Authorities,"Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Beef Farmers,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,Beef Farmers,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"Branding, Marketing And Distribution",Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Derogation Farmers,"The ACA expressed concerns to the Committee about the high number of inspections scheduled for derogation farmers, emphasizing the need for consistency and fairness in regulatory enforcement.",Criticizes,Inputs,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Farmers,The ICMSA believes investment is needed for better engagement and communication with farmers.,Aims,Trade Association,Producers
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine","Nitrates Division, Department Of Agriculture","The Department of Agriculture, Food and the Marine is mentioned alongside the Nitrates Division in the context of compliance with the Nitrates Directive and its implications for Ireland.",Mentions,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Agriculture, Food And The Marine","Nitrates Division, Department Of Agriculture","The Department of Agriculture, Food and the Marine is mentioned alongside the Nitrates Division in the context of compliance with the Nitrates Directive and its implications for Ireland.",Mentions,"Department Of Agriculture, Food And The Marine","Department Of Agriculture, Food And The Marine"
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Department Of Housing, Local Government And Heritage",Water Division,"The Department of Housing, Local Government and Heritage is mentioned in relation to the Water Division, indicating a focus on water policy and management.",Mentions,"Department Of Housing, Local Government And Heritage",Semi-State Agency
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Irish Business And Employers Confederation,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,Trade Association,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Irish Business And Employers Confederation,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,Trade Association,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Irish Business And Employers Confederation,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,Trade Association,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Irish Business And Employers Confederation,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,Trade Association,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,Environmental Protection Agency,Office Of Evidence And Assessment,"The Environmental Protection Agency collaborates with the Office of Evidence and Assessment, led by Dr. Eimear Cotter, to address environmental issues.",Collaboration,State Agencies ,State Agencies And Local Authorities
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",National Council Of The Irish Cattle And Sheep Farmersâ€™ Association,"The Irish Cattle and Sheep Farmersâ€™ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",National Council Of The Irish Cattle And Sheep Farmersâ€™ Association,"The Irish Cattle and Sheep Farmersâ€™ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",Irish Farmers' Association,"The Irish Farmers' Association expressed to the Joint Committee on Agriculture, Food and the Marine the importance of retaining Ireland's grass-based feeding system for competitive advantage amidst rising costs.",Supports,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",Dairy Industry Ireland,"DII agreed with the Joint Committee on Agriculture, Food and the Marine that the removal of the Nitrates Derogation would undermine Ireland's grass-based feeding system.",Supports,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",National Council Of The Irish Cattle And Sheep Farmersâ€™ Association,"The Irish Cattle and Sheep Farmersâ€™ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",National Council Of The Irish Cattle And Sheep Farmersâ€™ Association,"The Irish Cattle and Sheep Farmersâ€™ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",Irish Farmers' Association,"The Irish Farmers' Association expressed to the Joint Committee on Agriculture, Food and the Marine the importance of retaining Ireland's grass-based feeding system for competitive advantage amidst rising costs.",Supports,Dail Eireann,Trade Association
Compliance with the Nitrates Directive: Implications for Ireland,D6,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee On Agriculture, Food And The Marine",Dairy Industry Ireland,"DII agreed with the Joint Committee on Agriculture, Food and the Marine that the removal of the Nitrates Derogation would undermine Ireland's grass-based feeding system.",Supports,Dail Eireann,Trade Association
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2020,D5,Environmental Protection Agency,2020,"Department Of Agriculture, Food And The Marine",Agricultural Sustainability Support And Advisory Programme,"DAFM funds the ASSAP advisory programme, which collaborates with farmers to improve sustainable farming practices and water quality in prioritized catchment areas.",Funds,"Department Of Agriculture, Food And The Marine",Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2021,D5,Environmental Protection Agency,2020,"Department Of Housing, Local Government And Heritage",Agricultural Sustainability Support And Advisory Programme,"The Department of Housing, Local Government and Heritage funds the ASSAP advisory programme, which collaborates with farmers to improve sustainable farming practices and water quality in prioritized catchment areas.",Funds,"Department Of Housing, Local Government And Heritage",Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2022,D5,Environmental Protection Agency,2020,Dairy Sustainability Ireland,Specialist Dairy Advisors,Dairy Sustainability Ireland funds specialist dairy advisors who collaborate with farmers to promote sustainable farming practices and improve water quality.,Funds,Trade Association,Inputs
