_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,Insert Datetime
6849ec1528a615fc0c4ce6d0,Senator Paul Daly,The speaker acknowledges a past decrease in agricultural emissions alongside increased production but expresses concern about a recent reversal in this trend.,Oppose,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d1,Mr. Brendan Gleeson,The speaker supports abatement through improved efficiencies in agriculture to increase production without harming the climate.,Support,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d2,Dr. Frank ’Mara,The speaker acknowledges the importance of efficient transport methods to reduce emissions in food distribution.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d3,Mr. Michael Maloney,The speaker supports measuring and communicating carbon footprints to improve sustainability in farming.,Support,Bord Bia The Irish Food Board,Director of Quality Assurance and Origin Green,"Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Director of Quality Assurance and Origin Green",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d4,Mr. Michael Maloney,The speaker emphasizes the importance of measuring and providing feedback on farmers' carbon footprints to identify areas for improvement.,Support,Bord Bia The Irish Food Board,Director of Quality Assurance and Origin Green,"Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Director of Quality Assurance and Origin Green",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d5,Mr. Michael Maloney,The speaker supports measuring carbon footprints for farmers to identify areas for improvement.,Support,Bord Bia The Irish Food Board,Director of Quality Assurance and Origin Green,"Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Director of Quality Assurance and Origin Green",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d6,Mr. Brendan Gleeson,The speaker emphasizes the need to assist intensive farmers in protecting watercourses and farming sustainably.,Support,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d7,Mr. Brendan Gleeson,The speaker emphasizes the need to protect watercourses while supporting intensive farmers in sustainable practices.,Support,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d8,Mr. Bill Callanan,The speaker emphasizes the need to address ammonia emissions through interventions like reducing protein content in animal feed.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6d9,Mr. Bill Callanan,The speaker acknowledges the need to address ammonia emissions through agricultural practices and interventions.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6da,Dr. Frank ’Mara,"The speaker believes that there is promising research on reducing methane emissions by approximately 30%, but further development and approval are needed for practical application on farms.",Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6db,Deputy Marcella Corcoran Kennedy,The speaker supports re-wetting bogs as a method for carbon sequestration.,Support,Fine Gael,Deputy (TD),Political Party 003,"Political Party 003, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6dc,Dr. Frank ’Mara,The speaker acknowledges that drained peatlands are significant sources of carbon emissions and suggests that re-wetting them could reduce these emissions.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6dd,Mr. Brendan Gleeson,The speaker acknowledges agriculture's potential contribution to reducing emissions but emphasizes the need for evolving technology and strategies.,Neutral,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6de,Dr. Frank ’Mara,The speaker acknowledges the measurement of carbon footprint in agriculture and its tracking through national farm surveys.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6df,Dr. Frank ’Mara,The speaker emphasizes the importance of tracking carbon footprints in agriculture through national farm surveys.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e0,Dr. Frank ’Mara,The speaker emphasizes the importance of measuring and tracking carbon footprints in agriculture.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e1,Dr. Frank ’Mara,"The speaker emphasizes the importance of fully measuring carbon emissions, including those from imported feed.",Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e2,Dr. Frank ’Mara,"The speaker emphasizes the importance of fully measuring the carbon footprint, including emissions from both imported and homegrown feed.",Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e3,Dr. Frank ’Mara,The speaker believes that Ireland's low carbon footprint for milk production is largely due to the minimal use of concentrates in dairy cow diets compared to other countries.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e4,Deputy Bríd Smith,The speaker emphasizes the need to understand and compare the carbon footprint of low-income farmers with that of wealthy ranchers.,Neutral,People Before Profit Alliance,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament)",Political party 008,"Political party 008, Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e5,Dr. Frank ’Mara,The speaker believes that the carbon footprint per litre of milk produced does not significantly differ between small and larger dairy operations.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e6,Dr. Frank ’Mara,The speaker emphasizes the importance of evaluating both overall emissions and emissions per unit of output in agriculture.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e7,Dr. Frank ’Mara,The speaker emphasizes the importance of examining both overall emissions and emissions per unit of output in agriculture.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e8,Deputy Thomas Pringle,Methane is considered more harmful than carbon dioxide.,Neutral,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6e9,Mr. Bill Callanan,The speaker acknowledges the significant impact of carbon dioxide due to its long atmospheric lifespan and emphasizes the need for focus on it.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ea,Mr. Bill Callanan,The speaker acknowledges the significant impact of carbon dioxide due to its long atmospheric lifespan and emphasizes the need for focus on it despite methane's higher short-term impact.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6eb,Mr. Brendan Gleeson,The speaker acknowledges the complexity of carbon taxes and their potential impact on agriculture but refrains from taking a definitive stance.,Neutral,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ec,Mr. Brendan Gleeson,The speaker acknowledges the potential for agriculture to meet abatement and sequestration requirements and emphasizes the need for a national discussion on how to achieve targets.,Support,"Department of Agriculture, Food and the Marine",Secretary General,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Secretary General",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ed,Ms Noreen Gumbo,The speaker emphasizes the necessity of reducing global emissions to protect food security in the context of climate change.,Support,Heifer International,Head of Programmes and Technical Services for Europe,NGO 016,"NGO 016, Head of Programmes and Technical Services for Europe",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ee,Mr. Michael Ewing,The speaker emphasizes the need to address agriculture's contribution to climate change and greenhouse gas emissions through reform of the Common Agricultural Policy (CAP).,Support,Environmental Pillar,Coordinator,NGO 011,"NGO 011, Coordinator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ef,Dr. Peter Heffernan,The speaker supports the idea that shellfish aquaculture has no carbon footprint associated with food production.,Support,Marine Institute,Former Chief Executive Officer,Research and Regulatory 054,"Research and Regulatory 054, Former Chief Executive Officer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f0,Ms Noreen Gumbo,The speaker acknowledges that emissions from agriculture in Ireland are contributing to climate change and affecting drought recurrence in vulnerable regions.,Neutral,Heifer International,Head of Programmes and Technical Services for Europe,NGO 016,"NGO 016, Head of Programmes and Technical Services for Europe",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f1,Mr. Michael Ewing,"The speaker believes that the current agricultural system is not economically viable for farmers, particularly in the west of Ireland, and calls for financial support for sustainable practices.",Support,Environmental Pillar,Coordinator,NGO 011,"NGO 011, Coordinator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f2,Mr. Conor Mulvihill,The speaker emphasizes the importance of water quality management in dairy sustainability initiatives.,Support,Dairy Industry Ireland,Director,Trade Association 005,"Trade Association 005, Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f3,Mr. Conor Mulvihill,The speaker emphasizes the importance of water quality management in dairy farming practices.,Neutral,Dairy Industry Ireland,Director,Trade Association 005,"Trade Association 005, Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f4,Mr. Conor Mulvihill,The speaker emphasizes the importance of managing water quality as a critical factor in achieving sustainability in agriculture.,Support,Dairy Industry Ireland,Director,Trade Association 005,"Trade Association 005, Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f5,Ms Gillian Westbrook,The speaker emphasizes the need to consider indirect emissions linked to agriculture and food systems in the context of carbon reduction.,Support,Irish Organic Association,CEO,Trade Association 016,"Trade Association 016, CEO",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f6,Ms Gillian Westbrook,The speaker emphasizes the importance of considering indirect emissions linked to agriculture and food production in addressing carbon emissions.,Support,Irish Organic Association,CEO,Trade Association 016,"Trade Association 016, CEO",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f7,Dr. Frank ’Mara,The speaker emphasizes the need for solutions to limit greenhouse gas emissions from agriculture while allowing for growth.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f8,Dr. Frank ’Mara,The speaker emphasizes the need for solutions to limit greenhouse gas emissions while allowing agricultural growth.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6f9,Deputy Charlie McConalogue,The speaker expresses a focus on the potential of the sustainable dairy initiative to reduce carbon emissions and emphasizes the importance of achieving sustainability targets in agriculture.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6fa,Deputy Charlie McConalogue,The speaker emphasizes the importance of the sustainable dairy initiative in reducing carbon emissions and supports increasing organic farming to address climate change.,Support,"Department of Agriculture, Food and the Marine","Deputy (TD), Minister for Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Deputy (TD), Minister for Agriculture, Food and the Marine",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6fb,Deputy Danny Healy-Rae,The speaker is concerned that compliance with emissions targets will negatively impact Irish farmers.,Oppose,Dail Eireann,Deputy (TD),Dail Eireann 001,"Dail Eireann 001, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6fc,Dr. Frank ’Mara,The speaker advocates for improving efficiency in nitrogen use within the system.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6fd,Mr. John McHugh,The speaker believes that the focus on CO2 emissions per kilo of food is a narrow approach that overlooks broader environmental issues.,Oppose,Marine Harvest Ireland,Managing Director,Processors 009,"Processors 009, Managing Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6fe,Mr. John McHugh,The speaker emphasizes the need to align agricultural practices with carbon sequestration and reducing emissions.,Support,Marine Harvest Ireland,Managing Director,Processors 009,"Processors 009, Managing Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce6ff,Mr. John McHugh,The speaker believes that aligning agricultural practices with carbon sequestration is essential for sustainability.,Support,Marine Harvest Ireland,Managing Director,Processors 009,"Processors 009, Managing Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce700,Mr. Conor Mulvihill,"The speaker acknowledges the importance of water quality and its decline, emphasizing the need for improvement.",Neutral,Dairy Industry Ireland,Director,Trade Association 005,"Trade Association 005, Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce701,Mr. Conor Mulvihill,The speaker acknowledges the importance of water quality but notes it is declining and needs to be improved.,Neutral,Dairy Industry Ireland,Director,Trade Association 005,"Trade Association 005, Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce702,Dr. Frank ’Mara,"The speaker acknowledges that grasslands sequester carbon but highlights the difficulty in measuring and crediting this sequestration, emphasizing the need for additional efforts beyond historical practices.",Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce703,Dr. Frank ’Mara,"The speaker believes that carbon sequestration by grasses positively contributes to the sustainability of Irish dairy, beef, and sheep production.",Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce704,Dr. Frank ’Mara,"The speaker believes that the carbon sequestration by grasses positively contributes to the sustainability of Irish dairy, beef, and sheep production.",Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce705,Dr. Frank ’Mara,The speaker indicates that carbon accumulates in the soil through both above-ground and below-ground plant matter.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce706,Mr. Pat Cleary,The speaker acknowledges the role of crops like sugar beet in carbon filtration and their environmental benefits.,Support,Bord Bia The Irish Food Board,"Senior Manager, Dairy and Ingredients","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Senior Manager, Dairy and Ingredients",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce707,Mr. Pat Cleary,The speaker acknowledges the role of crops like sugar beet in carbon filtration.,Support,Bord Bia The Irish Food Board,"Senior Manager, Dairy and Ingredients","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Senior Manager, Dairy and Ingredients",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce708,Mr. Cormac Healy,"The speaker opposes a carbon tax focused on agriculture, citing the sector's proactive measures and criticizing the contradiction in trade policies.",Oppose,Meat Industry Ireland,Senior Director,Trade Association 019,"Trade Association 019, Senior Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce709,Mr. Pat Cleary,The speaker acknowledges the existence of carbon trading but does not support a carbon tax.,Oppose,Bord Bia The Irish Food Board,"Senior Manager, Dairy and Ingredients","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001, Senior Manager, Dairy and Ingredients",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70a,Deputy Eamon Ryan,The speaker supports practices that restore carbon through mixed farming and crop rotation.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70b,Deputy Eamon Ryan,The speaker supports practices that restore carbon through mixed farming and crop rotation.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70c,Deputy Eamon Ryan,The speaker supports practices that restore carbon through mixed farming and crop rotation.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70d,Deputy Eamon Ryan,The speaker supports practices that restore carbon through mixed farming and crop rotation.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70e,Deputy Eamon Ryan,"The speaker advocates for cutting emissions as part of a sustainable farming approach that includes smart farming, agroforestry, and biodiversity protection.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce70f,Deputy Eamon Ryan,"The speaker advocates for cutting emissions as part of a sustainable farming approach that includes smart farming, agroforestry, and biodiversity protection.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce710,Deputy Eamon Ryan,"The speaker advocates for cutting emissions as part of a sustainable farming approach that includes smart farming, agroforestry, and biodiversity protection.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce711,Deputy Eamon Ryan,"The speaker advocates for cutting emissions as part of a sustainable farming approach that includes smart farming, agroforestry, and biodiversity protection.",Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce712,Deputy Eamon Ryan,The speaker advocates for reducing emissions through smart farming and sustainable practices.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce713,Deputy Eamon Ryan,The speaker advocates for reducing emissions through smart farming and sustainable practices.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce714,Deputy Eamon Ryan,The speaker advocates for reducing emissions through smart farming and sustainable practices.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce715,Deputy Eamon Ryan,The speaker advocates for reducing emissions through smart farming and sustainable practices.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce716,Mr. Cormac Healy,The speaker acknowledges that agriculture's carbon emissions are significant but emphasizes the limited ability to mitigate them and the small scale of production compared to other countries.,Neutral,Meat Industry Ireland,Senior Director,Trade Association 019,"Trade Association 019, Senior Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce717,Mr. Philip Carroll,"The speaker supports sustainability as a crucial aspect of progressing the climate change agenda, emphasizing that it is a journey requiring collective effort.",Support,Irish Farmers' Association,Chairman of the Forestry and Bioenergy Project Team,Trade Association 013,"Trade Association 013, Chairman of the Forestry and Bioenergy Project Team",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce718,Deputy Eamon Ryan,The speaker believes that setting targets for real carbon reductions is essential for trading under the Origin Green brand and achieving premium prices for Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce719,Deputy Eamon Ryan,The speaker believes that setting targets for real carbon reductions is essential for trading under the Origin Green brand and achieving premium prices for Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71a,Deputy Eamon Ryan,The speaker believes that setting targets for real carbon reductions is essential for trading under the Origin Green brand and achieving premium prices for Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71b,Deputy Eamon Ryan,The speaker believes that setting targets for real carbon reductions is essential for trading under the Origin Green brand and achieving premium prices for Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71c,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness and suggests that addressing climate change could benefit Irish farming if organized properly.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71d,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness and suggests that addressing climate change could benefit Irish farming if organized properly.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71e,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness and suggests that addressing climate change could benefit Irish farming if organized properly.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce71f,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness and suggests that addressing climate change could benefit Irish farming if organized properly.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce720,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness in agriculture and supports organizing efforts for sustainability in Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce721,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness in agriculture and supports organizing efforts for sustainability in Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce722,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness in agriculture and supports organizing efforts for sustainability in Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce723,Deputy Eamon Ryan,The speaker emphasizes the need for real carbon reductions to maintain competitiveness in agriculture and supports organizing efforts for sustainability in Irish farming.,Support,Green Party,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",Political Party 004,"Political Party 004, Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce724,Deputy Jackie Cahill,The speaker believes that consumers are unlikely to bear the costs associated with climate change initiatives in agriculture.,Neutral,Fianna Fáil,Deputy and Spokesperson on Food and Horticulture,Political Party 002,"Political Party 002, Deputy and Spokesperson on Food and Horticulture",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce725,Professor John FitzGerald,Robust carbon pricing is essential to support action to eliminate greenhouse gas emissions.,Support,Climate Change Advisory Council,Chair,Research and Regulatory 020,"Research and Regulatory 020, Chair",2025-06-11T21:50:29.306Z
