Speaker,Topic Thoughts,Sentiment,Labels,Category
Deputy Pearse Doherty,"The speaker opposes the increase in carbon taxes, arguing it disproportionately harms poorer rural households and lacks viable alternatives for them.",Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Paschal Donohoe,The speaker supports increasing the carbon tax to address climate change while ensuring vulnerable members of society are protected from its impacts.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Paschal Donohoe,The speaker supports a change in carbon pricing as a necessary response to climate change.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Pearse Doherty,"The speaker opposes the increase in carbon tax, arguing it does not lead to behavioral change and disproportionately affects the poorest households without providing alternatives.",Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,No specific thought expressed.,Neutral,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,The speaker opposes the introduction of a carbon tax due to its negative impact on the poorest households.,Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,The speaker is completely opposed to carbon prices at this time.,Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Paschal Donohoe,The speaker indicates that Sinn Féin is currently against a move on carbon taxation.,Oppose,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Pearse Doherty,The speaker opposes the imposition of a carbon tax at this time.,Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,The speaker supports the role of carbon taxes in addressing emissions.,Support,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,The speaker acknowledges that carbon taxes have a role in addressing emissions.,Neutral,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,The speaker believes that carbon taxes are important and has a willingness to assist in writing the Finance Bill related to this issue.,Support,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Denis Naughten,The speaker believes that carbon tax disproportionately impacts farmers due to a lack of viable low carbon alternatives in agriculture.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Denis Naughten,The speaker believes that carbon tax disproportionately impacts farmers and rural communities due to the lack of viable low carbon alternatives in agriculture.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Mattie McGrath,"The speaker opposes the carbon tax, viewing it as punitive and detrimental to small farmers in rural areas.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Fitzmaurice,"The speaker opposes the carbon tax, highlighting the lack of affordable alternatives for farmers and the timing of its implementation.",Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Paschal Donohoe,The speaker believes there are no viable low-carbon alternatives available to farmers and acknowledges the limited impact of carbon tax on agricultural emissions.,Oppose,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Paschal Donohoe,The speaker believes there are no viable low-carbon alternatives available to farmers and acknowledges the limited impact of carbon taxation on agricultural emissions.,Oppose,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Paschal Donohoe,The speaker acknowledges the challenges faced by the agricultural sector in relation to the climate action plan and is open to exploring potential measures to support it.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Paschal Donohoe,The speaker acknowledges the significant role of agriculture in meeting climate targets and expresses understanding of the challenges faced by the agricultural sector.,Neutral,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Paschal Donohoe,The speaker acknowledges the importance of carbon tax in discussions but emphasizes that it is not the primary catalyst for change.,Neutral,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Michael McGrath,The speaker expresses disappointment with the Finance Bill's lack of additional relief for hauliers regarding the increased costs from the carbon tax.,Oppose,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann, Fianna Fáil, Department of Public Expenditure and Reform",Political Party
Deputy Pearse Doherty,"The speaker advocates for a review of carbon taxes and their impact on the haulage sector, emphasizing the need for timely reporting on the matter.",Neutral,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Michael McGrath,The speaker supports the postponement of the implementation of the new VRT system to avoid market distortion for hybrid vehicles.,Support,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann, Fianna Fáil, Department of Public Expenditure and Reform",Political Party
Deputy Michael McGrath,"The speaker expresses concern that the current emissions regulations are disadvantaging hybrid vehicles compared to diesel vehicles, indicating that hybrids may not be as environmentally friendly as previously thought.",Oppose,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann, Fianna Fáil, Department of Public Expenditure and Reform",Political Party
Deputy Paschal Donohoe,The speaker supports changing reliefs for vehicles based on CO2 emissions to better align with environmental objectives.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Michael McGrath,The speaker acknowledges that the proposed emissions threshold is lower than the average for petrol or diesel vehicles and intends to further examine the issue.,Neutral,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann, Fianna Fáil, Department of Public Expenditure and Reform",Political Party
Deputy Michael McGrath,The speaker expresses a need for a report on the suitability of a diesel rebate scheme in relation to the increase in carbon tax.,Neutral,"Deputy (TD), Minister for Public Expenditure and Reform, Deputy of the Dail Eireann, Fianna Fáil, Department of Public Expenditure and Reform",Political Party
Deputy Danny Healy-Rae,The speaker believes the carbon tax system is unfair and burdensome for many hauliers who cannot claim rebates.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Paschal Donohoe,The speaker supports the diesel rebate scheme as a necessary protection for the haulage sector despite its contribution to carbon emissions.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is not the primary cause of environmental issues.,Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is not the primary cause of environmental issues.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,The speaker believes that the haulage industry significantly contributes to neutralizing carbon emissions and is unfairly criticized for its environmental impact.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Paschal Donohoe,The speaker supports providing financial assistance to the haulage industry in light of changes in carbon pricing.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Pearse Doherty,The speaker questions the basis for the emissions figure of 140 g/km compared to 156 g/km.,Neutral,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Denis Naughten,"The speaker believes that a low-carbon diet, which is being promoted, necessitates the use of supplements to achieve a balanced diet.",Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Denis Naughten,"The speaker believes that a low-carbon diet necessitates the inclusion of supplements, which should be considered food in that context.",Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Ms Sharon Finegan,"The speaker indicates that emissions reductions depend on identified measures, which have not yet been provided by the Government.",Neutral,"Senior Superintending Veterinary Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Stephen Treacy,"The speaker supports measures to reduce emissions in agriculture, including specific strategies outlined in the Climate Action Plan 2019.",Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Deputy Christopher ’Sullivan,The speaker is seeking information on measures to reduce emissions in agriculture while maintaining economic viability for farmers.,Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Christopher ’Sullivan,The speaker seeks information on measures to reduce emissions in agriculture and believes achievable solutions exist that won't severely impact farmers' income or viability.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Mr. Stephen Treacy,"The speaker emphasizes the need to target agricultural emissions, particularly methane and nitrogen, through various measures.",Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Mr. Stephen Treacy,"The speaker emphasizes the need to target agricultural emissions, particularly methane, which constitutes the largest portion of emissions.",Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Mr. Stephen Treacy,"The speaker emphasizes the importance of targeting agricultural emissions, particularly methane and nitrogen, through various measures and strategies.",Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Deputy Christopher ’Sullivan,The speaker is inquiring about the potential emissions savings from changing and amending feed with technology and science.,Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Dr. Frank McGovern,"The speaker acknowledges active research on food additives to reduce methane emissions, highlighting both potential benefits and concerns.",Neutral,"Senior Manager, Climate Change Research Programme, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Frank McGovern,The speaker emphasizes the need to reduce methane emissions by about 3% per decade for at least three decades to stabilize its contribution to global warming.,Support,"Senior Manager, Climate Change Research Programme, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Mr. Stephen Treacy,"The speaker indicates that while dairy cows are becoming more efficient in milk production, this efficiency leads to increased methane emissions, suggesting that herd stabilization does not guarantee reduced emissions.",Oppose,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Deputy Darren ’Rourke,The speaker emphasizes the importance of oversight and specific measurement of emissions.,Support,"Deputy, Spokesperson on Transport, Sinn Féin, Meath",Political Party
Ms Sharon Finegan,The EPA plays a significant role in reducing emissions through licensing and public communication.,Support,"Senior Superintending Veterinary Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Ms Sharon Finegan,The speaker supports the EPA's role in reducing emissions through licensing and public communication.,Support,"Senior Superintending Veterinary Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Stephen Treacy,The speaker acknowledges the importance of water table management on agricultural land as part of the climate action plan.,Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Deputy Réada Cronin,The speaker expresses concern about the environmental impact of carbon emissions from EV production and advocates for a global perspective on sustainability.,Neutral,"Deputy (TD), Sinn Féin, Kildare North",Political Party
Deputy Réada Cronin,The speaker expresses concern about the environmental impact of carbon emissions related to EV production and advocates for a more sustainable approach.,Oppose,"Deputy (TD), Sinn Féin, Kildare North",Political Party
Mr. Stephen Treacy,"The speaker supports the transition to electric vehicles (EVs) as they have lower emissions on a life-cycle basis compared to fossil fuels, emphasizing the importance of sustainable sourcing of materials like cobalt.",Support,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Deputy Richard Bruton,The speaker acknowledges the significant emissions from drained organic soil and emphasizes the need for policy tools to address this issue.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker acknowledges the significant emissions from drained organic soil and suggests exploring policy tools for abatement in agriculture.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker acknowledges the significant emissions from drained organic soil and suggests exploring policy tools to mitigate this issue.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker emphasizes the need to address emissions from agriculture to achieve net zero targets.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Mr. Stephen Treacy,"The speaker suggests that managing the water table on organic soils could substantially reduce emissions, though there are many uncertainties involved.",Neutral,"CEO, Irish Bioenergy Association (IrBEA), Trade Association",Trade Association
Dr. Frank McGovern,"The speaker acknowledges the need for significant reductions in biogenic methane to achieve climate neutrality, suggesting that these reductions would effectively remove methane from the atmosphere.",Support,"Senior Manager, Climate Change Research Programme, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Frank McGovern,"The speaker acknowledges the importance of significant reductions in biogenic methane to achieve climate neutrality, suggesting it can offset warming effects.",Support,"Senior Manager, Climate Change Research Programme, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Frank McGovern,"The speaker acknowledges the importance of significant reductions in biogenic methane to achieve climate neutrality, suggesting that these reductions would effectively remove methane from the atmosphere.",Support,"Senior Manager, Climate Change Research Programme, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Ms Sharon Finegan,Climate neutrality presents an opportunity that requires an integrated response for systemic change.,Support,"Senior Superintending Veterinary Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Professor Alan Matthews,"The speaker acknowledges that agriculture in Ireland contributes uniquely high emissions at 35%, highlighting a significant challenge compared to other European member states.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Ms Sadhbh ’Neill,The speaker acknowledges that Ireland has a higher share of agricultural emissions compared to industrial emissions and attributes this to a lack of strong regulatory policy.,Neutral,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,The speaker acknowledges the negative impact of agricultural practices on water quality and supports careful consideration of the nitrates directive to improve it.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,"The speaker emphasizes the need for careful consideration of the nitrates directive to improve water quality, acknowledging current failures in achieving this goal.",Neutral,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Professor Alan Matthews,The speaker emphasizes the need to put a value on carbon emissions to incentivize farmers to consider their negative outputs.,Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,"The speaker believes that putting a price on emissions is necessary but may lead to undesirable outcomes, suggesting the need for varied instruments.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,"The land sector in Ireland is a net emitter of carbon, necessitating measures like re-wetting organic soils to address emissions.",Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,"The land sector in Ireland is a net emitter of carbon, and re-wetting organic soils is a necessary but not sufficient solution.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Ms Sadhbh ’Neill,"The speaker believes that while land-based sequestration is beneficial for biodiversity and soil health, it is limited in its effectiveness for climate mitigation and should not be relied upon to offset fossil carbon emissions.",Oppose,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,"The speaker emphasizes the complexity of carbon sequestration and its limitations in offsetting fossil carbon emissions, advocating for drastic cuts in emissions while protecting existing carbon sinks.",Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,The speaker emphasizes the difficulty in measuring carbon sequestration and the need for drastic cuts in fossil carbon emissions while protecting existing carbon sinks.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Professor Alan Matthews,"Agricultural emissions in the EU have been stable, with a need for reduction due to ambitious targets for 2030.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,"Agricultural emissions in the EU have remained stable, but there is a need for significant reductions, particularly in methane, to meet future targets.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,"Agricultural emissions in the EU have remained stable, but there is now pressure to reduce them due to ambitious targets for 2030.",Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Ms Sadhbh ’Neill,The speaker is critical of carbon offsetting and emphasizes the need for careful measurement and verification in carbon farming.,Oppose,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,The speaker advocates for a shift towards zero emissions and highlights the need for better mapping of carbon impacts in agriculture.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,"The speaker advocates for a shift towards zero carbon emissions, emphasizing the need for a mapping exercise to understand its implications for land use.",Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,The speaker advocates for a shift towards zero carbon emissions and highlights the need for better mapping and understanding of agricultural impacts.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Professor Alan Matthews,The speaker emphasizes the need to reduce greenhouse emissions and suggests that targeted funding can help achieve this goal.,Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,The speaker emphasizes the need to reduce greenhouse emissions and suggests that funding should target practices benefiting society.,Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Ms Sadhbh ’Neill,"The speaker acknowledges the complexity of carbon leakage and emphasizes the need for a global effort to reduce emissions across all industries, including agriculture.",Neutral,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Ms Sadhbh ’Neill,The speaker supports stakeholder dialogue between farming and environmental interests to improve agriculture's sustainability and address carbon emissions.,Support,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Professor Alan Matthews,The speaker acknowledges the importance of addressing carbon leakage and believes that increased production in other countries is unlikely to lead to a rise in global emissions.,Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,The speaker acknowledges the importance of addressing carbon leakage and believes that increased standards in one country may not necessarily lead to a rise in global emissions.,Neutral,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,The speaker advocates for valuing emissions to incentivize farmers to reduce greenhouse gas emissions through regulatory mechanisms.,Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Professor Alan Matthews,The speaker advocates for putting a value on emissions to incentivize farmers to reduce greenhouse gas emissions through various mechanisms.,Support,"Professor Emeritus of European Agricultural Policy, Trinity College Dublin, Research and Regulatory",Research and Regulatory
Mr. Tim Cullinan,"The speaker believes that the current measures regarding emissions, such as low-emission slurry spreading, are unnecessary and lack clear benefits.",Oppose,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Tim Cullinan,"The speaker believes that current measures regarding emissions, such as low-emission slurry spreading, are unnecessary and should not be legally mandated without proper grant aid.",Oppose,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Senator Tim Lombard,The speaker acknowledges the importance of low-emission spreading but highlights the need for better infrastructure to support it.,Neutral,"Senator, Fine Gael, Cork",Political Party
Mr. Tim Cullinan,The speaker expresses concern over the costs associated with managing soiled water and emphasizes the need for grant aid and low-interest loans for farmers.,Neutral,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Tim Cullinan,The speaker acknowledges the costs associated with managing soiled water but emphasizes that existing systems are already in place.,Neutral,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. John Keane,"The speaker expresses concern that proposed regulations will impose significant burdens on farmers, particularly regarding compliance with emissions-related laws.",Oppose,"Deputy President, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Dr. Eimear Cotter,The speaker emphasizes the need for improved water quality and acknowledges that agriculture significantly impacts it.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker emphasizes the need for improved water quality and acknowledges that agriculture significantly pressures water resources.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The agriculture sector significantly impacts water quality through nutrient run-off.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker supports measures that reduce emissions and improve water quality, viewing them as beneficial for the environment.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Jenny Deakin,"The speaker expresses a positive stance on water quality in Ireland, noting that there are not many sources exceeding drinking water standards.",Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Eimear Cotter,"The speaker advocates for measures that address multiple environmental issues simultaneously, including emissions, for better overall outcomes.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Deputy Joe Flaherty,"The speaker believes that the nitrates issue is not solely a problem of agriculture, as urban wastewater also significantly contributes to the problem.",Neutral,"Deputy (TD), Fianna Fáil, Longford Westmeath",Political Party
Dr. Eimear Cotter,The speaker highlights increasing trends in nitrate levels in rivers and emphasizes the need for compliance with existing regulations to address this issue.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Mr. Jack Nolan,The speaker supports a revised nitrates action programme aimed at improving water quality and minimizing environmental impact.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,"The speaker supports a nitrogen efficiency limit of 89 kg, arguing it accurately reflects current agricultural practices and prevents unnecessary increases in nitrogen excretion rates.",Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the increase in nitrogen loss and emphasizes the need for targeted measures to manage nitrates effectively.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,"The speaker emphasizes the need for systems and measures to stop and reverse emissions trends, highlighting the importance of collective action.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Jack Nolan,The speaker supports the use of low-emissions equipment for applying slurry to reduce contamination and enhance grazing efficiency.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges that dairy farmers use 50% of the chemical nitrogen due to higher grass demand.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker believes that implementing proposed measures will stabilize and improve water quality.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports measures to improve water quality through better management practices in farming.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports measures to improve water quality through better management practices and restrictions on runoff.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports the use of clover to significantly reduce chemical nitrogen usage in farming practices.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,"The speaker supports the idea of using covers for external stores to reduce ammonia emissions in agriculture, indicating that some type of cover may be required in the future.",Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,"The speaker supports the idea of covering tanks as a measure to reduce ammonia emissions in agriculture, indicating that some type of cover may be required in the future.",Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports the idea that the polluter pays principle should apply to agriculture and advocates for financial assistance to farmers to address emissions.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the concern of nitrogen loss from arable crops and suggests careful management of its application to avoid environmental issues.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,"The speaker acknowledges that all farmers, regardless of their farming style, can negatively impact water quality.",Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the necessity of low-emission equipment for meeting ammonia targets but emphasizes that not every farmer needs to purchase it.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,No position expressed on emissions.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports the use of low-emission equipment to reduce emissions and fertilizer needs for farmers.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports the use of low-emission equipment for farmers to reduce emissions and fertilizer needs.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Tim Cullinan,The speaker emphasizes the importance of ensuring that carbon tax funds are allocated to proper environmental schemes without imposing restrictions on farmers.,Support,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Henry ’Donnell,"The speaker believes that the current amendment is detrimental to farmers on carbon-rich soils and could halt agricultural activity, leading to significant negative consequences.",Oppose,"Chairman, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Henry ’Donnell,"The speaker believes that the proposed amendment is detrimental to farmers on carbon-rich soils and could halt agricultural activity, undermining their economic viability.",Oppose,"Chairman, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Henry ’Donnell,"The speaker believes the current amendment could negatively impact farmers on carbon-rich soils, potentially halting agricultural activity.",Oppose,"Chairman, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Tadhg Buckley,The speaker emphasizes the importance of considering hedgerows and trees in carbon sequestration when applying GAECs at the member state level.,Support,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Mr. John Enright,The speaker acknowledges the need for increased environmental ambition but emphasizes that farmers cannot bear the costs alone.,Neutral,"General Secretary, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Tim Cullinan,"The speaker emphasizes the need for a unified approach to farming practices regarding carbon-rich soils, rejecting a divided system.",Support,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Tim Cullinan,The speaker emphasizes the need for a unified approach to farming practices concerning carbon-rich soils and opposes a divided system.,Oppose,"President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Senator Victor Boyhan,"The speaker expresses a strong interest in carbon sequestration, particularly through woody biomass and the significance of hedgerows, emphasizing the need for ongoing research in this area.",Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Professor Gerry Boyle,The speaker supports planting new hedgerows and emphasizes the importance of managing existing hedgerows for carbon sequestration.,Support,"Director, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Frank ’Mara,"The speaker emphasizes the importance of hedgerows in carbon sequestration and storage, advocating for their management to enhance carbon accumulation.",Support,"Director of Research, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Frank ’Mara,The speaker emphasizes the need for accurate estimates of carbon stocks in hedgerows and highlights the importance of adding carbon to effectively reduce atmospheric carbon levels.,Support,"Director of Research, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Professor Gerry Boyle,The speaker acknowledges the importance of carbon taxes and supports the need for robust carbon footprint information on farms.,Support,"Director, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Professor Gerry Boyle,The speaker acknowledges the established theoretical position on carbon taxes but emphasizes the need to address practical policies affecting production.,Neutral,"Director, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Frank ’Mara,"The speaker emphasizes the importance of carbon sequestration in agriculture and its role in offsetting emissions, while also addressing the challenge of carbon leakage and the need to balance environmental targets with food production.",Support,"Director of Research, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Frank ’Mara,"The speaker emphasizes the importance of carbon sequestration in agriculture, noting that approximately 50% of emissions are offset by this process.",Support,"Director of Research, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
